,z,T,P,nabla_ad,S,rho,delta,cp,cv,opac,fconv,frad,y
0,0.0,3500.000063949627,2.114683118537601,0.3982619414612571,198463.31787109375,9.490001146028604e-08,1.0007402496296516,16012.873921985647,9636.962890625,3.357645427034633e-05,-0.0,-17193223794.24632,0.4472135954999579
1,25000.0,3500.00012789925,2.114683118537601,0.3982619414612571,198463.31787109375,9.490001146028604e-08,1.0007402496296516,16012.873805489335,9636.962890625,3.357645427034633e-05,-0.0,-12522917063.639336,0.4569240124854714
2,50000.0,3500.0002023193224,2.707451889280115,0.3977985900323489,196883.48388671875,1.215032796597626e-07,1.0009729475051843,16037.11831326225,9658.69369506836,3.7287559478064785e-05,-0.0,-9080559875.73914,0.4666522769422091
3,75000.0,3500.0003135034144,3.682945122917424,0.3970325623565251,194924.27978515625,1.6528481361355318e-07,1.0013683348222435,16077.719863795404,9694.673156738281,4.2707638879522375e-05,-0.0,-6709903670.365813,0.47639766641839576
4,100000.0,3500.0004912121412,5.010034212284022,0.39599187831751337,192965.478515625,2.2484919481868815e-07,1.0018487106922456,16133.709120773829,9744.597625732422,4.926686761307894e-05,-0.0,-5042079014.597609,0.48615932118922767
5,125000.0,3500.000777442469,6.815507902064443,0.39457932087604186,191006.4697265625,3.0589117350210415e-07,1.0025052682406312,16209.106366341777,9812.046813964844,5.7125745981121784e-05,-0.0,-3844160054.141474,0.4959364550691052
6,150000.0,3500.001241044374,9.272103694692973,0.39268758976202645,189047.75390625,4.1617137513938474e-07,1.0034972560312165,16312.218835902302,9903.591918945312,6.649503090452775e-05,-0.0,-2964177803.747534,0.5057284626980004
7,175000.0,3500.0019953194064,12.61468106680709,0.39014415125705865,187084.41162109375,5.662458835153927e-07,1.0046066893221248,16449.450930253115,10027.220153808594,7.768420020308021e-05,-0.0,-2309445051.1967683,0.5155348359341653
8,200000.0,3500.0032281229423,17.163029145250324,0.3867439963360645,185110.36376953125,7.704889504189794e-07,1.0063370769686881,16639.76142670507,10196.995544433594,9.113762845990748e-05,-0.0,-1817755362.7639315,0.525355102342185
9,225000.0,3500.005252916892,23.352620817885715,0.38223997900293083,183132.0556640625,1.0485077250876884e-06,1.0086312431776372,16895.555763901386,10425.151062011719,0.00010732264940234735,-0.0,-1444591911.8865926,0.5351887924672019
10,250000.0,3500.0085931479152,31.776699128470185,0.3763279425316924,181148.9990234375,1.4270196135868218e-06,1.0117674441660052,17244.311511941734,10736.407470703125,0.0001267923780397544,-0.0,-1158031137.2509727,0.5450354234436868
11,275000.0,3500.0141241437,43.24422044551593,0.368634841272192,179158.63037109375,1.942513483399466e-06,1.0158858764724574,17715.79914694072,11157.938385009766,0.00015017762249622664,-0.0,-936469296.4397113,0.5548944884485948
12,300000.0,3500.023314073068,58.85682007989915,0.3587877991563538,177159.80224609375,2.6447768419757267e-06,1.021666603398843,18356.656590499682,11729.02603149414,0.00017842875441584653,-0.0,-763584503.279903,0.5647654486024476
13,325000.0,3500.0386488492504,80.11800685697062,0.3464067488424213,175146.8994140625,3.6019249805008258e-06,1.0293611066193322,19221.243344619183,12499.74594116211,0.00021284279731007016,-0.0,-627237911.0885577,0.5746477261086518
14,350000.0,3500.0643936557763,109.08083546698988,0.331217401851777,173117.83447265625,4.907273254417532e-06,1.0399016698180146,20389.475198753207,13539.118957519531,0.0002556460145831109,-0.0,-518785230.5426724,0.5845406987365575
15,375000.0,3500.107988038077,148.55223218913957,0.31313114421204774,171066.00341796875,6.68896937838781e-06,1.0539729639988862,21958.653828240174,14933.836364746094,0.0003089735703595184,-0.0,-431521474.29300886,0.5944436958385111
16,400000.0,3500.182407513814,202.37636667776408,0.29231563200310556,168982.38525390625,9.123588995407772e-06,1.072977404975042,24059.354605510365,16796.763610839844,0.0003757522422076727,-0.0,-360925052.84357476,0.6043559960228688
17,425000.0,3500.3105209701944,275.82853354332167,0.2693009072484206,166857.861328125,1.245506364710991e-05,1.0984060326961962,26856.331775592535,19270.079040527344,0.0004599381785447098,-0.0,-303483632.66960365,0.6142768267803727
18,450000.0,3500.5335147481246,376.1675435303438,0.24496774941884242,164679.150390625,1.7022763643126382e-05,1.1323109873732442,30548.97492175617,22522.218322753906,0.0005701155001693536,-0.0,-256441623.14494446,0.6242053663200947
19,475000.0,3500.9286711257746,513.4195361579137,0.22044081393421333,162428.13720703125,2.3300927409763972e-05,1.1771299376786184,35368.178985843886,26743.707275390625,0.0007177197306624997,-0.0,-217713900.40259802,0.6341407469718492
20,500000.0,3501.6467787734055,701.4888883090211,0.19689199824884912,160078.1005859375,3.195692244162274e-05,1.235482836972425,41555.52211877836,32126.846313476562,0.0009295141313326799,-0.0,-185673087.5819738,0.6440820620620391
21,525000.0,3502.984148167686,959.7564398529685,0.17534819813729663,157598.14453125,4.393603347807584e-05,1.3102138439327506,49318.87685395941,38819.6044921875,0.0011856890105801732,-0.0,-159044425.14538062,0.654028378358834
22,550000.0,3505.4449194838417,1315.4068333495916,0.1565754379090862,154974.4140625,6.058589008262061e-05,1.4031806106036449,58740.461945906456,46848.47412109375,0.0015184634830179707,-0.0,-136807027.11205664,0.6639787560720515
23,575000.0,3510.013926637929,1806.6737066664255,0.1410330971340278,152198.681640625,8.381820748581958e-05,1.514358623925411,69628.78530556487,55988.946533203125,0.0019581052116717217,-0.0,-118157716.77033319,0.6739322786525777
24,600000.0,3518.5588281730056,2487.421009255123,0.12904161090344116,149313.5009765625,0.00011630236684823103,1.6384400781843702,81231.29548823922,65548.05297851562,0.0025220124532711274,-0.0,-102457187.49405146,0.6838880949229852
25,625000.0,3534.438800368424,3432.655960661997,0.12051395332051928,146380.8349609375,0.00016156728577243484,1.7625401668209777,92147.94598114151,74338.9892578125,0.003224154302457641,-0.0,-89171138.08277024,0.6938454809527203
26,650000.0,3563.358605135715,4743.939538423441,0.1156160172534889,143622.18017578125,0.00022374467789632035,1.8625572564869821,100071.80015374886,80512.90283203125,0.004090835306284451,-0.0,-77865493.94320682,0.7038039285886222
27,675000.0,3614.621106820426,6549.638978310791,0.1147214789541004,141403.33251953125,0.00030629126968051423,1.9060637044034283,102291.06648201996,81994.63500976562,0.005273333491924585,-0.0,-68201814.55917004,0.7137632664279361
28,700000.0,3703.844583369901,8990.729533017733,0.1195578743021878,140186.58447265625,0.00040906326148615335,1.856086688456555,95922.20389217295,76581.8115234375,0.007149400457263414,-0.0,-59918222.00368977,0.7237238111047787
