z	T	P	nabla_ad	S	rho	delta	cp	cv
0.0	3500.36064629	90.3396036602	0.340921358947	174368.945312	4.06203959358e-06	1.0330628646	19628.987341	12862.4984741
25000.0	3896.8779451	120.978326637	0.385353946311	174360.694832	4.87864758175e-06	1.00799150631	16728.7014685	10266.7761249
50000.0	4318.88032024	157.292825556	0.395526562589	174378.924608	5.72111537544e-06	1.00243378691	16154.033502	9758.36847786
75000.0	4745.56750347	199.51832319	0.395899351401	174360.400176	6.60358193767e-06	1.00137025838	16105.0083139	9721.55400625
100000.0	5169.54019827	247.9525902	0.390350485146	174380.64712	7.53266679657e-06	1.00232527332	16329.3317807	9932.84422097
125000.0	5583.32213322	302.950460697	0.376610156428	174361.645916	8.5192211801e-06	1.00567106496	16942.3736802	10501.9903009
150000.0	5976.72334603	364.969947511	0.352649047091	174367.24799	9.58245040116e-06	1.01300005111	18173.0315444	11636.8765428
175000.0	6339.39537695	434.616318144	0.320739846972	174368.621298	1.07477441406e-05	1.02555048029	20152.8736946	13450.1217675
200000.0	6665.63281064	512.687063352	0.286538016279	174357.886692	1.20399599998e-05	1.04367880736	22901.9842773	15955.1163455
225000.0	6955.55396217	600.117100279	0.254745302815	174379.491024	1.34787807593e-05	1.06706334464	26291.6613567	19022.8299682
250000.0	7213.6438539	697.971958243	0.228345087291	174358.933912	1.50795207771e-05	1.09383792537	30043.6525378	22395.8444376
275000.0	7445.55149843	807.396162085	0.206752319264	174361.009141	1.68537177207e-05	1.12366326433	34097.6841774	26016.110693
300000.0	7656.07303322	929.640114135	0.189485213973	174369.197532	1.8814376608e-05	1.15531666229	38311.5248213	29754.6259996
325000.0	7849.73266264	1066.02370292	0.175885555242	174352.895416	2.09745833505e-05	1.1876832759	42515.3256985	33457.4734881
350000.0	8029.70995479	1217.9546879	0.164698500764	174375.67904	2.33459930683e-05	1.22137471244	46828.7611509	37232.673207
375000.0	8198.47653175	1386.94632979	0.155792006681	174359.969474	2.59472808921e-05	1.25444042071	50985.1065825	40843.8435617
400000.0	8358.23216647	1574.63071597	0.148493455165	174349.794096	2.87913325973e-05	1.28760196862	55085.8040094	44381.3548754
425000.0	8510.32658627	1782.72112179	0.142259836746	174383.448295	3.18921603869e-05	1.32153929221	59259.7285651	47960.7195444
450000.0	8656.03975098	2013.07185797	0.137267321186	174354.101129	3.52767834053e-05	1.35354967701	63110.8137463	51234.6393349
475000.0	8796.42123926	2267.66809336	0.13299500766	174348.641127	3.89559492926e-05	1.38568121989	66942.6767543	54471.0613275
500000.0	8932.11035525	2548.57830208	0.129240923575	174379.466922	4.29472753405e-05	1.41833976633	70825.9457685	57731.9345355
525000.0	9063.80927411	2858.13018407	0.126219240595	174349.885386	4.72849097981e-05	1.44855680954	74344.7760882	60658.7953589
550000.0	9192.1032506	3198.67277644	0.123538839772	174344.158333	5.19796029138e-05	1.47890176025	77857.5582872	63562.6204878
575000.0	9317.30160661	3572.73725248	0.121159648602	174382.14659	5.70474044693e-05	1.50980253733	81442.2899223	66511.3172509
600000.0	9439.829707	3983.0742534	0.119217908137	174348.955792	6.25373843666e-05	1.53809231405	84627.1647697	69099.9314406
625000.0	9560.04882255	4432.58783372	0.117500046795	174339.330383	6.84547042462e-05	1.56613188688	87793.2754611	71659.940268
650000.0	9678.13272619	4924.27203607	0.115905973954	174385.31753	7.48143919944e-05	1.59516818689	91109.1680398	74333.1382732
675000.0	9794.3090814	5461.39864408	0.11464280765	174353.438081	8.16818830515e-05	1.62118565885	93975.1987127	76610.9825768
700000.0	9908.86217937	6047.50506257	0.113512972832	174333.622721	8.9062687878e-05	1.64701040417	96804.9013551	78845.1344623
725000.0	10021.8970004	6686.13594585	0.112473582602	174360.113843	9.6969261471e-05	1.67328381973	99725.7273272	81146.0710046
750000.0	10133.509289	7381.03388694	0.11158455749	174373.134475	0.00010545347046	1.69860301223	102502.96494	83313.7178911
775000.0	10243.8951007	8136.34064315	0.110817143891	174376.061196	0.000114548052993	1.72289866141	105139.009151	85352.7811022
800000.0	10353.1410153	8956.44754855	0.110141018049	174393.087926	0.00012427470194	1.74686491506	107744.999814	87358.1099769
825000.0	10461.363269	9845.66218951	0.109582917703	174381.03492	0.000134690471744	1.76946182903	110146.054318	89182.9350335
850000.0	10568.6895204	10809.087934	0.109106394069	174366.455313	0.000145820698717	1.79121652942	112438.111451	90909.3327612
875000.0	10675.170877	11851.4742643	0.108674267927	174379.758834	0.000157679131303	1.81318821383	114774.075752	92663.5629147
900000.0	10780.8578285	12978.0740122	0.108307558143	174393.940831	0.000170318681967	1.83434295215	117015.505999	94333.8435956
925000.0	10885.8396417	14194.5601289	0.108021311812	174371.5261	0.000183813567167	1.8540214103	119039.440529	95818.0923543
950000.0	10990.190216	15506.852026	0.107774955192	174365.679952	0.000198163329623	1.87350002469	121047.262087	97282.2794832
975000.0	11093.9405541	16920.8271892	0.107575623959	174382.23258	0.000213397295676	1.89286331602	123057.996596	98742.5878839
1000000.0	11197.1395261	18442.8185657	0.107430568408	174392.646953	0.000229584726179	1.9115383923	124973.375415	100118.911562
1025000.0	11299.8593523	20079.9444365	0.107342203578	174367.09186	0.00024681178949	1.92865385908	126663.363942	101306.844562
1050000.0	11402.145238	21838.9620202	0.107271767288	174363.638012	0.000265056841035	1.94593477342	128382.146978	102511.249606
1075000.0	11504.0041806	23727.1367627	0.10722381779	174380.163902	0.000284362039689	1.96301638059	130108.710291	103720.443752
