z	T	P	nabla_ad	S	rho	delta	cp	cv
4800000.0	27891.3784591	17760111.8445	0.19672259706	174332.104492	0.0625259199296	1.76761746407	92239.8884067	63258.8562012
4825000.0	28025.6679031	18198187.2592	0.197514678788	174335.498047	0.0636777986074	1.76270449162	91731.2025749	62865.4541016
4850000.0	28160.3300023	18644336.0656	0.198304557459	174339.782715	0.064842402935	1.75781571865	91227.3239442	62476.1413574
4875000.0	28295.3628436	19098648.0355	0.199091781969	174344.665527	0.0660198275	1.75296831131	90729.3366471	62091.5649414
4900000.0	28430.7643327	19561213.6009	0.199875870545	174349.853516	0.0672101596138	1.74818217754	90238.564888	61712.512207
4925000.0	28566.5321816	20032124.0232	0.200655906855	174355.004883	0.0684135302436	1.74347627163	89756.4129226	61339.8864746
4950000.0	28702.6638296	20511471.585	0.20143122021	174359.765625	0.0696300558047	1.73887193203	89284.3328456	60974.5727539
4975000.0	28839.1561425	20999349.5382	0.202200206891	174363.452148	0.0708600127837	1.73437523842	88822.8184532	60616.9494629
5000000.0	28976.0054648	21495853.9386	0.202961258211	174364.904785	0.072103808634	1.72994506359	88369.058	60265.5273438
5025000.0	29113.2082024	22001082.8435	0.203714781122	174363.500977	0.0733616252546	1.72558426857	87922.8366483	59920.0317383
5050000.0	29250.7615373	22515135.7346	0.204461520342	174358.850098	0.0746336445445	1.72130119801	87484.2445854	59580.3710938
5075000.0	29388.6631416	23038112.3614	0.205203392998	174351.867676	0.0759195972933	1.71708297729	87052.2764386	59245.7763672
5100000.0	29526.9111755	23570105.8624	0.205944055429	174346.655273	0.077218253864	1.71287941933	86624.029561	58914.3188477
5125000.0	29665.5041683	24111205.3479	0.206684420988	174343.444824	0.0785295123933	1.70869636536	86199.6867422	58586.0168457
5150000.0	29804.4410287	24661499.8427	0.207424610031	174342.114258	0.0798534165369	1.70454359055	85779.7896491	58261.138916
5175000.0	29943.7208619	25221078.4588	0.20816499528	174342.663574	0.081189951743	1.7004327774	85364.9731711	57940.0085449
5200000.0	30083.3426556	25790030.4872	0.208904192145	174344.824219	0.0825391834951	1.6963711977	84955.8861843	57623.1018066
5225000.0	30223.3037149	26368446.9112	0.209637780768	174347.77832	0.0839014683152	1.69234311581	84552.2371808	57310.6506348
5250000.0	30363.60025	26956420.2289	0.21036630475	174351.367188	0.0852769153425	1.6883443594	84153.4783478	57002.2766113
5275000.0	30504.2293257	27554043.2186	0.21109079427	174355.419922	0.0866655318532	1.68437516689	83759.3328949	56697.7111816
5300000.0	30645.1888399	28161409.1203	0.211812525263	174359.729004	0.0880673687789	1.68043792248	83369.5086376	56396.6430664
5325000.0	30786.4774008	28778611.4821	0.212532402001	174364.160156	0.089482513431	1.67653465271	82983.8742168	56098.9074707
5350000.0	30928.0944256	29405744.1356	0.213251311929	174368.469238	0.0909109585336	1.6726706028	82602.4227417	55804.3762207
5375000.0	31070.0399706	30042901.5705	0.213970255291	174372.412109	0.0923527841223	1.66885221004	82225.2378987	55512.9821777
5400000.0	31212.3147279	30690178.4413	0.214690040558	174375.720215	0.0938080920605	1.66508805752	81852.5301574	55224.7314453
5425000.0	31354.9196657	31347670.4226	0.215408644338	174377.978516	0.095277078799	1.6613868475	81485.1090613	54940.222168
5450000.0	31497.8529544	32015475.6648	0.216120470443	174378.33252	0.0967601226876	1.65775215626	81124.2307504	54660.6933594
5475000.0	31641.1116604	32693694.1349	0.216826188306	174376.403809	0.098257442005	1.65418469906	80769.5447973	54385.7971191
5500000.0	31784.6936703	33382427.0185	0.21752666972	174371.789551	0.0997691240627	1.65068459511	80420.7175677	54115.2099609
5525000.0	31928.5975591	34081775.0059	0.218224379588	174365.856934	0.101294688648	1.64722943306	80076.2965721	53847.9614258
5550000.0	32072.8229489	34791831.7837	0.218923311513	174361.376953	0.102833029814	1.6437805891	79733.8118215	53582.3730469
5575000.0	32217.3703926	35512687.6222	0.219624779881	174358.398438	0.10438413301	1.64033460617	79392.7770545	53318.0480957
5600000.0	32362.24133	36244432.435	0.220330294985	174356.896973	0.10594795458	1.63689017296	79052.8234114	53054.6508789
5625000.0	32507.4381742	36987155.9762	0.221041079673	174356.82373	0.107524421765	1.6334489584	78713.7251849	52791.9128418
5650000.0	32652.9631483	37740948.5853	0.221753182382	174357.861328	0.109113723738	1.63001763821	78376.888188	52531.0668945
5675000.0	32798.8153172	38505902.0367	0.222463563491	174359.619141	0.110716064228	1.62660229206	78043.2459003	52272.9248047
5700000.0	32944.9938841	39282108.6655	0.223173214345	174362.072754	0.112331472337	1.62320327759	77712.2823179	52017.0227051
