,z,T,P,nabla_ad,S,rho,delta,cp,cv,opac,fconv,frad,y
0,0.0,3500.000059700171,2.1176775917874933,0.39825971031886953,198454.58984375,9.503441089631082e-08,1.0007409650809402,16012.983359453621,9637.065887451172,3.3596220015887455e-05,-0.0,-17193223794.24632,0.4472135954999579
1,25000.0,3500.0001194003376,2.1176775917874933,0.39825971031886953,198454.58984375,9.503441089631082e-08,1.0007409650809402,16012.983250698386,9637.065887451172,3.3596220015887455e-05,-0.0,-12522917063.639336,0.45693510245368474
2,50000.0,3500.0001839583238,2.378138622814002,0.398057045393246,197720.00732421875,1.0672365768904513e-07,1.0008321823593433,16023.49976165076,9646.607971191406,3.5275191289723546e-05,-0.0,-9080559875.73914,0.46667446008778357
3,75000.0,3500.0002687527494,3.234963745676838,0.39738393658234794,195756.0302734375,1.4517856361528914e-07,1.0012044608149642,16059.137415876397,9678.108978271484,4.0301429751927884e-05,-0.0,-6709903670.365813,0.4764309488178567
4,100000.0,3500.0004038621423,4.4006034675481756,0.3964699527994856,193791.8212890625,1.9749540891567108e-07,1.001623630261292,16107.775419796908,9721.487426757812,4.635353492043406e-05,-0.0,-5042079014.597609,0.48620371264293566
5,125000.0,3500.0006207907268,5.986461510039897,0.3952270883373114,191826.57470703125,2.686770250726056e-07,1.0022062648718413,16174.851614092902,9781.346130371094,5.364286639629242e-05,-0.0,-3844160054.141474,0.49599196940746226
6,150000.0,3500.0009713784725,8.144182252808395,0.3935511826228501,189860.15625,3.6553574056519267e-07,1.0030219668031364,16264.548739696245,9861.428833007812,6.234812653432232e-05,-0.0,-2964177803.747534,0.5057951180545963
7,175000.0,3500.00154072164,11.08001227174939,0.3913083230117772,187893.00537109375,4.973393918916713e-07,1.0041391163787836,16386.999570705175,9970.635223388672,7.271779338013305e-05,-0.0,-2309445051.1967683,0.5156126549947194
8,200000.0,3500.0024693842834,15.074793590400857,0.38829590261792823,185923.974609375,6.767124638429323e-07,1.0055149894225035,16551.964427007937,10118.883514404297,8.516523069976555e-05,-0.0,-1817755362.7639315,0.5254441125619348
9,225000.0,3500.0039915930083,20.51089132914963,0.38429056344604307,183952.38037109375,9.208546702943465e-07,1.0075823781788564,16778.375453953362,10320.636749267578,0.00010013717407049079,-0.0,-1444591911.8865926,0.5352890262414974
10,250000.0,3500.006498194938,27.90945405480656,0.37901250632545364,181977.392578125,1.253238290921388e-06,1.0103362532900957,17084.347752910788,10593.577575683594,0.00011815064430305013,-0.0,-1158031137.2509727,0.5451469182103098
11,275000.0,3500.0106423963643,37.9800624374092,0.3721152071770267,179997.59521484375,1.705843244437233e-06,1.0139853665264662,17499.48564568013,10964.664459228516,0.00013979659928738542,-0.0,-936469296.4397113,0.5550172866940623
12,300000.0,3500.0175179297735,51.68974990712829,0.3632227036359127,178011.81640625,2.322336101201472e-06,1.0190349397897371,18063.17440661851,11467.42172241211,0.00016585596383184844,-0.0,-763584503.279903,0.5648995977324837
13,325000.0,3500.028968720685,70.35759766247854,0.3519519245356988,176015.44189453125,3.162412109958268e-06,1.0258008914793657,18824.762364422266,12146.598052978516,0.00019751298199512492,-0.0,-627237911.0885577,0.5747932781326637
