,z,T,P,nabla_ad,S,rho,delta,cp,cv,opac,fconv,frad,y
0,0.0,3500.0000553552063,2.122690994419372,0.3982557397035707,198440.0146484375,9.52593906533572e-08,1.0007425747590626,16013.18849160511,9637.252807617188,3.362936109539398e-05,-0.0,-17193223794.24632,0.4472135954999579
1,25000.0,3500.00011071041,2.122690994419372,0.3982557397035707,198440.0146484375,9.52593906533572e-08,1.0007425747590626,16013.188390764764,9637.252807617188,3.362936109539398e-05,-0.0,-12522917063.639336,0.4569570546159799
2,50000.0,3500.00016606561,2.122690994419372,0.3982557397035707,198440.0146484375,9.52593906533572e-08,1.0007425747590626,16013.18828992443,9637.252807617188,3.362936109539398e-05,-0.0,-9080559875.73914,0.46671837075852185
3,75000.0,3500.000226957405,2.454185887807704,0.3979975928299582,197514.63623046875,1.1013663592240874e-07,1.0008627670992583,16026.622261471031,9649.397277832031,3.575017794121503e-05,-0.0,-6709903670.365813,0.4764968308611663
4,100000.0,3500.000309019183,3.3384807591804,0.39730259238676013,195551.1474609375,1.4982456941758926e-07,1.0012436881915194,16063.42321888114,9681.924438476562,4.086856592100894e-05,-0.0,-5042079014.597609,0.486291585678491
5,125000.0,3500.000439874807,4.541516507863683,0.3963593526183998,193587.56103515625,2.0382014132014348e-07,1.001675430496698,16113.736707512475,9726.802062988281,4.704128240844224e-05,-0.0,-3844160054.141474,0.4961018611097602
6,150000.0,3500.0006501438916,6.17833984387283,0.3950772087303286,191623.0224609375,2.7728991325304264e-07,1.0022757800479478,16182.80833671868,9788.468933105469,5.446635724002066e-05,-0.0,-2964177803.747534,0.5059270647177614
7,175000.0,3500.0009901642084,8.405407775856823,0.3933501078023789,189657.67822265625,3.772626377962496e-07,1.0031293141638622,16275.56653333291,9871.195983886719,6.332993456636671e-05,-0.0,-2309445051.1967683,0.5157667020590883
8,200000.0,3500.0015426174914,11.435667744031365,0.39103777296541775,187691.71142578125,5.133078406771574e-07,1.0042526268293723,16401.53804494896,9983.76693725586,7.389217687858067e-05,-0.0,-1817755362.7639315,0.5256203150897822
9,225000.0,3500.002444194845,15.559034419728125,0.3879347532529033,185724.072265625,6.984575695589967e-07,1.0057038054188,16572.307887968047,10137.000274658203,8.657827410194706e-05,-0.0,-1444591911.8865926,0.5354874493151921
10,250000.0,3500.003922781717,21.170301544067353,0.38381174858327544,183754.0283203125,9.504745879240772e-07,1.0078250505259885,16805.569889950762,10344.893646240234,0.00010183820326833195,-0.0,-1158031137.2509727,0.5453676372157149
11,275000.0,3500.0063587087175,28.80768328472719,0.37838528341295025,181780.859375,1.2935992277363084e-06,1.0106736035059087,17121.596795460086,10626.811981201172,0.00012019883675853704,-0.0,-936469296.4397113,0.555260387439624
12,300000.0,3500.010387732628,39.203544949987815,0.3712982635052831,179802.86865234375,1.7608448033001878e-06,1.0144146993721603,17549.6758511578,11009.606170654297,0.00014225704647748187,-0.0,-763584503.279903,0.5651651763395252
13,325000.0,3500.0170747581574,53.35658464884261,0.3621798990045524,177812.3046875,2.397317455660186e-06,1.0196592001086642,18131.688812862903,11528.424072265625,0.0001688334429787079,-0.0,-627237911.0885577,0.5750814406062538
14,350000.0,3500.0282171339877,72.62904226868103,0.35063990069768436,175802.490234375,3.264681414094639e-06,1.026628462619858,18917.3177344414,12229.076385498047,0.0002011462118458743,-0.0,-518785230.5426724,0.5850085710538357
15,375000.0,3500.04688638024,98.88048688713361,0.33635976370233883,173777.01416015625,4.447363810555771e-06,1.0362327174314037,19980.138669503867,13174.940490722656,0.00024101182697513124,-0.0,-431521474.29300886,0.5949459076762222
16,400000.0,3500.078398683368,134.65237577075118,0.31918800317551543,171730.50537109375,6.061205759522181e-06,1.0490181289970146,21409.149829937214,14445.81298828125,0.00029052604497310097,-0.0,-360925052.84357476,0.604892736001615
17,425000.0,3500.132034088885,183.4251032983277,0.2991957894775888,169653.9794921875,8.265768514092997e-06,1.0663408063653848,23325.35549644065,16146.235656738281,0.00035290163875423264,-0.0,-303483632.66960365,0.6148482849084607
18,450000.0,3500.2241713195945,249.96828228749305,0.2767894669773646,167538.623046875,1.1281077405556061e-05,1.089516033658686,25883.022462429355,18410.569763183594,0.00043089506391366184,-0.0,-256441623.14494446,0.6248117259773437
19,475000.0,3500.3838888862274,340.839785053421,0.25274292670883924,165372.607421875,1.5412704001960265e-05,1.1205371698789592,29270.08369845149,21397.447204589844,0.0005317223080285857,-0.0,-217713900.40259802,0.6347821734680587
20,500000.0,3500.6650670676495,465.0871057942891,0.22811386026825203,163138.51318359375,2.1087036117251046e-05,1.1616330065711309,33711.79357074559,25295.93963623047,0.0006654447620951242,-0.0,-185673087.5819738,0.6447586864544519
21,525000.0,3501.1711536432513,635.2504701896888,0.20408295930567388,160815.771484375,2.890350359052718e-05,1.215545541017075,39454.79452977856,30304.132080078125,0.0008525911754771309,-0.0,-159044425.14538062,0.6547402746799144
22,550000.0,3502.1062785948434,868.7848256121979,0.18175283527305972,158382.2021484375,3.971033635252752e-05,1.28506507336188,46730.496061346945,36596.435546875,0.0010989500544323569,-0.0,-136807027.11205664,0.6647259093521772
