zs[m]              temperatures[K]   pressures[Pa]     rhos[kg/m^3]      kappas[m^2/kg]    gamma1s[1]        nablaads[1]       entropies[J/K]
2.739082558e+08   3.077306814e+06   1.983452301e+13   4.772099893e+02   1.185713123e+00   1.665258050e+00   3.966991305e-01   4.808875315e+02
2.746291977e+08   3.085262856e+06   2.007851257e+13   4.818407097e+02   1.180608190e+00   1.665269136e+00   3.967025578e-01   4.855486754e+02
2.753502146e+08   3.093227950e+06   2.032563782e+13   4.865216443e+02   1.175533884e+00   1.665280581e+00   3.967059255e-01   4.902600827e+02
2.760712991e+08   3.101202305e+06   2.057594452e+13   4.912533431e+02   1.170489463e+00   1.665292025e+00   3.967093229e-01   4.950223931e+02
2.767924437e+08   3.109186124e+06   2.082946777e+13   4.960363335e+02   1.165474231e+00   1.665303230e+00   3.967125118e-01   4.998359823e+02
2.775136414e+08   3.117179607e+06   2.108625641e+13   5.008710757e+02   1.160487398e+00   1.665315151e+00   3.967158496e-01   5.047015500e+02
2.782348851e+08   3.125182952e+06   2.134635315e+13   5.057582674e+02   1.155528515e+00   1.665326595e+00   3.967191279e-01   5.096196402e+02
2.789561680e+08   3.133196350e+06   2.160979614e+13   5.106984099e+02   1.150596981e+00   1.665338039e+00   3.967222869e-01   5.145906814e+02
2.796774830e+08   3.141219993e+06   2.187663116e+13   5.156921128e+02   1.145692298e+00   1.665349841e+00   3.967254460e-01   5.196152768e+02
2.803988234e+08   3.149254066e+06   2.214691010e+13   5.207400262e+02   1.140814030e+00   1.665361404e+00   3.967286646e-01   5.246941677e+02
2.811201824e+08   3.157298753e+06   2.242067261e+13   5.258425376e+02   1.135961495e+00   1.665373206e+00   3.967318237e-01   5.298277957e+02
2.818415536e+08   3.165354234e+06   2.269795990e+13   5.310003563e+02   1.131134395e+00   1.665384650e+00   3.967348635e-01   5.350166331e+02
2.825629304e+08   3.173420688e+06   2.297882538e+13   5.362140707e+02   1.126332331e+00   1.665396452e+00   3.967379332e-01   5.402614327e+02
2.832843063e+08   3.181498288e+06   2.326331635e+13   5.414843008e+02   1.121554897e+00   1.665407777e+00   3.967409730e-01   5.455627948e+02
2.840056748e+08   3.189587208e+06   2.355148010e+13   5.468116374e+02   1.116801687e+00   1.665419459e+00   3.967440724e-01   5.509213110e+02
2.847270296e+08   3.197687617e+06   2.384336548e+13   5.521968023e+02   1.112072457e+00   1.665431499e+00   3.967470527e-01   5.563376017e+02
2.854483644e+08   3.205799682e+06   2.413901215e+13   5.576400962e+02   1.107366588e+00   1.665442705e+00   3.967500031e-01   5.618120644e+02
2.861696730e+08   3.213923569e+06   2.443849182e+13   5.631426914e+02   1.102684233e+00   1.665454149e+00   3.967528641e-01   5.673458367e+02
2.868909488e+08   3.222059438e+06   2.474183044e+13   5.687046186e+02   1.098024547e+00   1.665466070e+00   3.967559040e-01   5.729389805e+02
2.876121859e+08   3.230207447e+06   2.504909821e+13   5.743267582e+02   1.093387439e+00   1.665477157e+00   3.967590332e-01   5.785925800e+02
2.883333783e+08   3.238367752e+06   2.536032867e+13   5.800094171e+02   1.088772367e+00   1.665488958e+00   3.967621624e-01   5.843068596e+02
2.890545198e+08   3.246540504e+06   2.567559204e+13   5.857537036e+02   1.084179455e+00   1.665499926e+00   3.967653513e-01   5.900828847e+02
2.897756048e+08   3.254725859e+06   2.599493103e+13   5.915597103e+02   1.079608008e+00   1.665511370e+00   3.967685997e-01   5.959210745e+02
2.904966272e+08   3.262923964e+06   2.631840210e+13   5.974288181e+02   1.075058443e+00   1.665522814e+00   3.967719376e-01   6.018221583e+02
2.912175810e+08   3.271134968e+06   2.664606018e+13   6.033610057e+02   1.070530059e+00   1.665533543e+00   3.967752457e-01   6.077868202e+02
2.919384604e+08   3.279359018e+06   2.697796326e+13   6.093574036e+02   1.066023015e+00   1.665544748e+00   3.967787623e-01   6.138158048e+02
2.926592595e+08   3.287596258e+06   2.731416016e+13   6.154183748e+02   1.061536937e+00   1.665555835e+00   3.967822790e-01   6.199096388e+02
2.933799723e+08   3.295846832e+06   2.765471191e+13   6.215448871e+02   1.057071919e+00   1.665566564e+00   3.967858255e-01   6.260691179e+02
2.941005931e+08   3.304110883e+06   2.799967346e+13   6.277374568e+02   1.052627795e+00   1.665577173e+00   3.967894018e-01   6.322948898e+02
2.948211161e+08   3.312388552e+06   2.834910889e+13   6.339966373e+02   1.048204406e+00   1.665588021e+00   3.967931569e-01   6.385877996e+02
2.955415354e+08   3.320679980e+06   2.870306702e+13   6.403235331e+02   1.043801975e+00   1.665598392e+00   3.967969120e-01   6.449483375e+02
2.962618452e+08   3.328985308e+06   2.906161804e+13   6.467186283e+02   1.039420368e+00   1.665608644e+00   3.968006968e-01   6.513774660e+02
2.969820395e+08   3.337304674e+06   2.942481689e+13   6.531824890e+02   1.035059496e+00   1.665618658e+00   3.968045712e-01   6.578757941e+02
2.977021126e+08   3.345638219e+06   2.979272461e+13   6.597161888e+02   1.030719607e+00   1.665628672e+00   3.968085051e-01   6.644440578e+02
2.984220584e+08   3.353986081e+06   3.016540222e+13   6.663203938e+02   1.026400789e+00   1.665637851e+00   3.968124092e-01   6.710829829e+02
2.991418710e+08   3.362348401e+06   3.054291687e+13   6.729955626e+02   1.022102939e+00   1.665647507e+00   3.968164325e-01   6.777934209e+02
2.998615445e+08   3.370725319e+06   3.092532654e+13   6.797428096e+02   1.017826413e+00   1.665656686e+00   3.968203962e-01   6.845760083e+02
3.005810730e+08   3.379116975e+06   3.131269531e+13   6.865625354e+02   1.013571197e+00   1.665666103e+00   3.968245983e-01   6.914315076e+02
3.013004504e+08   3.387523510e+06   3.170509033e+13   6.934559604e+02   1.009337797e+00   1.665674925e+00   3.968286216e-01   6.983607382e+02
3.020196704e+08   3.395945067e+06   3.210257874e+13   7.004233793e+02   1.005126127e+00   1.665683746e+00   3.968328238e-01   7.053645075e+02
3.027387272e+08   3.404381790e+06   3.250522156e+13   7.074656496e+02   1.000936540e+00   1.665692091e+00   3.968370855e-01   7.124434771e+02
3.034576146e+08   3.412833825e+06   3.291309814e+13   7.145839806e+02   9.967696780e-01   1.665700793e+00   3.968412876e-01   7.195987001e+02
3.041763263e+08   3.421301319e+06   3.332625427e+13   7.217784898e+02   9.926255534e-01   1.665708780e+00   3.968454897e-01   7.268304820e+02
3.048948560e+08   3.429784423e+06   3.374478149e+13   7.290506769e+02   9.885050867e-01   1.665716648e+00   3.968497813e-01   7.341401188e+02
3.056131971e+08   3.438283293e+06   3.416873779e+13   7.364008598e+02   9.844085758e-01   1.665724754e+00   3.968541324e-01   7.415281594e+02
3.063313438e+08   3.446798093e+06   3.459819641e+13   7.438300131e+02   9.803367428e-01   1.665732622e+00   3.968584538e-01   7.489954726e+02
3.070492906e+08   3.455328966e+06   3.503322754e+13   7.513388281e+02   9.762823967e-01   1.665739894e+00   3.968628049e-01   7.565428540e+02
3.077670323e+08   3.463876006e+06   3.547390747e+13   7.589284715e+02   9.722409771e-01   1.665747285e+00   3.968671560e-01   7.641712302e+02
3.084845634e+08   3.472439288e+06   3.592030334e+13   7.665994458e+02   9.682130902e-01   1.665754557e+00   3.968714774e-01   7.718813230e+02
3.092018786e+08   3.481018891e+06   3.637250061e+13   7.743528801e+02   9.641996862e-01   1.665761948e+00   3.968758583e-01   7.796742366e+02
3.099189724e+08   3.489614902e+06   3.683056030e+13   7.821893346e+02   9.602012911e-01   1.665768862e+00   3.968802691e-01   7.875505356e+02
3.106358392e+08   3.498227409e+06   3.729457092e+13   7.901098639e+02   9.562185736e-01   1.665775776e+00   3.968846202e-01   7.955113636e+02
3.113524735e+08   3.506856505e+06   3.776460571e+13   7.981153746e+02   9.522520457e-01   1.665783405e+00   3.968889713e-01   8.035575228e+02
3.120688694e+08   3.515502287e+06   3.824073792e+13   8.062069285e+02   9.483022363e-01   1.665790558e+00   3.968933523e-01   8.116898033e+02
3.127850211e+08   3.524164854e+06   3.872305908e+13   8.143852902e+02   9.443694733e-01   1.665797830e+00   3.968976736e-01   8.199093719e+02
3.135009228e+08   3.532844310e+06   3.921163025e+13   8.226514203e+02   9.404540728e-01   1.665805221e+00   3.969019949e-01   8.282167340e+02
3.142165687e+08   3.541540759e+06   3.970653992e+13   8.310060370e+02   9.365562002e-01   1.665812492e+00   3.969061971e-01   8.366129658e+02
3.149319529e+08   3.550254305e+06   4.020788879e+13   8.394504704e+02   9.326762699e-01   1.665819883e+00   3.969105184e-01   8.450993867e+02
3.156470695e+08   3.558985057e+06   4.071573486e+13   8.479853575e+02   9.288143182e-01   1.665827751e+00   3.969146907e-01   8.536764008e+02
3.163619125e+08   3.567733122e+06   4.123016357e+13   8.566117984e+02   9.249705466e-01   1.665835738e+00   3.969188035e-01   8.623449804e+02
3.170764761e+08   3.576498611e+06   4.175127869e+13   8.653305751e+02   9.211449936e-01   1.665844202e+00   3.969230056e-01   8.711064669e+02
3.177907545e+08   3.585281633e+06   4.227915039e+13   8.741427324e+02   9.173377847e-01   1.665852547e+00   3.969270885e-01   8.799614841e+02
3.185047416e+08   3.594082300e+06   4.281387329e+13   8.830492495e+02   9.135489637e-01   1.665861368e+00   3.969309926e-01   8.889111542e+02
3.192184315e+08   3.602900720e+06   4.335552673e+13   8.920511763e+02   9.097785789e-01   1.665870667e+00   3.969348967e-01   8.979562679e+02
3.199318185e+08   3.611737007e+06   4.390420532e+13   9.011494298e+02   9.060266473e-01   1.665879965e+00   3.969387114e-01   9.070979192e+02
3.206448965e+08   3.620591271e+06   4.445999756e+13   9.103449025e+02   9.022931152e-01   1.665889502e+00   3.969424963e-01   9.163370621e+02
3.213576598e+08   3.629463625e+06   4.502299805e+13   9.196388660e+02   8.985780585e-01   1.665899396e+00   3.969461024e-01   9.256747621e+02
3.220701026e+08   3.638354180e+06   4.559329529e+13   9.290320053e+02   8.948813264e-01   1.665910006e+00   3.969497085e-01   9.351119452e+02
3.227822192e+08   3.647263046e+06   4.617098389e+13   9.385255310e+02   8.912029320e-01   1.665920615e+00   3.969531357e-01   9.446496499e+02
3.234940036e+08   3.656190336e+06   4.675615234e+13   9.481206658e+02   8.875428958e-01   1.665931463e+00   3.969563544e-01   9.542887742e+02
3.242054503e+08   3.665136162e+06   4.734891052e+13   9.578179494e+02   8.839009598e-01   1.665942907e+00   3.969595432e-01   9.640306400e+02
3.249165535e+08   3.674100634e+06   4.794934692e+13   9.676192105e+02   8.802773599e-01   1.665954351e+00   3.969624937e-01   9.738761167e+02
3.256273077e+08   3.683083865e+06   4.855754700e+13   9.775248034e+02   8.766717469e-01   1.665966034e+00   3.969653249e-01   9.838259989e+02
3.263377073e+08   3.692085965e+06   4.917362671e+13   9.875360218e+02   8.730840976e-01   1.665978074e+00   3.969679773e-01   9.938816872e+02
3.270477467e+08   3.701107046e+06   4.979769287e+13   9.976543690e+02   8.695144965e-01   1.665990114e+00   3.969703317e-01   1.004044379e+03
3.277574204e+08   3.710147216e+06   5.042981873e+13   1.007879969e+03   8.659625038e-01   1.666002989e+00   3.969727457e-01   1.014314580e+03
3.284667232e+08   3.719206585e+06   5.107012939e+13   1.018214635e+03   8.624282569e-01   1.666015387e+00   3.969749510e-01   1.024693829e+03
3.291756497e+08   3.728285260e+06   5.171873779e+13   1.028658831e+03   8.589114034e-01   1.666027904e+00   3.969772756e-01   1.035183401e+03
3.298841950e+08   3.737383348e+06   5.237571411e+13   1.039213759e+03   8.554118797e-01   1.666041136e+00   3.969795108e-01   1.045783698e+03
3.305923540e+08   3.746500956e+06   5.304119873e+13   1.049880875e+03   8.519297135e-01   1.666054010e+00   3.969816566e-01   1.056496517e+03
3.313001217e+08   3.755638193e+06   5.371527710e+13   1.060660875e+03   8.484646270e-01   1.666067123e+00   3.969838321e-01   1.067322536e+03
3.320074934e+08   3.764795164e+06   5.439807129e+13   1.071555042e+03   8.450165896e-01   1.666080236e+00   3.969859779e-01   1.078263151e+03
3.327144641e+08   3.773971977e+06   5.508970337e+13   1.082564551e+03   8.415854818e-01   1.666093826e+00   3.969880044e-01   1.089319739e+03
3.334210294e+08   3.783168737e+06   5.579024048e+13   1.093690506e+03   8.381711889e-01   1.666106939e+00   3.969901502e-01   1.100492573e+03
3.341271848e+08   3.792385554e+06   5.649984131e+13   1.104933821e+03   8.347735559e-01   1.666121006e+00   3.969923258e-01   1.111783723e+03
3.348329258e+08   3.801622535e+06   5.721860962e+13   1.116296398e+03   8.313926454e-01   1.666134000e+00   3.969942629e-01   1.123194153e+03
3.355382480e+08   3.810879786e+06   5.794664307e+13   1.127778787e+03   8.280281813e-01   1.666147470e+00   3.969963789e-01   1.134724693e+03
3.362431473e+08   3.820157419e+06   5.868409424e+13   1.139382569e+03   8.246801763e-01   1.666160941e+00   3.969983160e-01   1.146377235e+03
3.369476194e+08   3.829455539e+06   5.943103638e+13   1.151108558e+03   8.213484015e-01   1.666174173e+00   3.970003128e-01   1.158152099e+03
3.376516605e+08   3.838774257e+06   6.018763428e+13   1.162958453e+03   8.180328857e-01   1.666187167e+00   3.970022500e-01   1.170051378e+03
3.383552665e+08   3.848113680e+06   6.095398560e+13   1.174933150e+03   8.147334303e-01   1.666200638e+00   3.970041573e-01   1.182075835e+03
3.390584339e+08   3.857473918e+06   6.173020630e+13   1.187033541e+03   8.114498190e-01   1.666213512e+00   3.970062137e-01   1.194226576e+03
3.397611590e+08   3.866855083e+06   6.251644897e+13   1.199261855e+03   8.081822288e-01   1.666226625e+00   3.970080614e-01   1.206505397e+03
3.404634383e+08   3.876257283e+06   6.331281738e+13   1.211618547e+03   8.049303411e-01   1.666239500e+00   3.970100284e-01   1.218913132e+03
3.411652684e+08   3.885680633e+06   6.411945190e+13   1.224105334e+03   8.016941420e-01   1.666251540e+00   3.970118165e-01   1.231451300e+03
3.418666460e+08   3.895125243e+06   6.493648071e+13   1.236723455e+03   7.984735469e-01   1.666264176e+00   3.970136642e-01   1.244121171e+03
3.425675679e+08   3.904591228e+06   6.576403809e+13   1.249474251e+03   7.952684519e-01   1.666275978e+00   3.970154226e-01   1.256924110e+03
3.432680314e+08   3.914078702e+06   6.660224609e+13   1.262358543e+03   7.920786344e-01   1.666288137e+00   3.970173299e-01   1.269861229e+03
3.439680335e+08   3.923587779e+06   6.745122681e+13   1.275378399e+03   7.889042091e-01   1.666299105e+00   3.970190287e-01   1.282933626e+03
3.446675713e+08   3.933118578e+06   6.831118774e+13   1.288535263e+03   7.857450984e-01   1.666311026e+00   3.970208764e-01   1.296144003e+03
3.453666423e+08   3.942671215e+06   6.918219604e+13   1.301829507e+03   7.826009834e-01   1.666321754e+00   3.970226347e-01   1.309492368e+03
3.460652443e+08   3.952245808e+06   7.006441040e+13   1.315263358e+03   7.794719898e-01   1.666332483e+00   3.970243633e-01   1.322980456e+03
3.467633746e+08   3.961842479e+06   7.095797729e+13   1.328838132e+03   7.763580542e-01   1.666342974e+00   3.970260620e-01   1.336609746e+03
3.474610312e+08   3.971461348e+06   7.186304932e+13   1.342554767e+03   7.732590101e-01   1.666352987e+00   3.970277607e-01   1.350381811e+03
3.481582119e+08   3.981102539e+06   7.277976074e+13   1.356415505e+03   7.701750609e-01   1.666363239e+00   3.970294893e-01   1.364297859e+03
3.488549149e+08   3.990766181e+06   7.370825806e+13   1.370420918e+03   7.671060802e-01   1.666372299e+00   3.970310986e-01   1.378359304e+03
3.495511384e+08   4.000452400e+06   7.464870605e+13   1.384572815e+03   7.640521784e-01   1.666381598e+00   3.970327377e-01   1.392567884e+03
3.502468808e+08   4.010161313e+06   7.560123291e+13   1.398873171e+03   7.610102661e-01   1.666390181e+00   3.970343173e-01   1.406924635e+03
3.509421411e+08   4.019893007e+06   7.656603394e+13   1.413322897e+03   7.579776042e-01   1.666399717e+00   3.970360160e-01   1.421431835e+03
3.516369186e+08   4.029647555e+06   7.754323730e+13   1.427924436e+03   7.549545006e-01   1.666408300e+00   3.970375657e-01   1.436090490e+03
3.523312125e+08   4.039425036e+06   7.853298340e+13   1.442678459e+03   7.519409513e-01   1.666416645e+00   3.970390558e-01   1.450901818e+03
3.530250224e+08   4.049225533e+06   7.953549194e+13   1.457586999e+03   7.489371926e-01   1.666424990e+00   3.970404565e-01   1.465868480e+03
3.537183477e+08   4.059049129e+06   8.055087891e+13   1.472651721e+03   7.459433631e-01   1.666433334e+00   3.970418870e-01   1.480991194e+03
3.544111882e+08   4.068895915e+06   8.157932739e+13   1.487873898e+03   7.429595443e-01   1.666441441e+00   3.970431983e-01   1.496271893e+03
3.551035437e+08   4.078765984e+06   8.262097778e+13   1.503255386e+03   7.399859372e-01   1.666449785e+00   3.970444798e-01   1.511711705e+03
3.557954140e+08   4.088659431e+06   8.367604980e+13   1.518798084e+03   7.370227138e-01   1.666458130e+00   3.970457613e-01   1.527313187e+03
3.564867989e+08   4.098576356e+06   8.474468994e+13   1.534503286e+03   7.340699550e-01   1.666465998e+00   3.970469534e-01   1.543077526e+03
3.571776984e+08   4.108516865e+06   8.582707520e+13   1.550373328e+03   7.311279504e-01   1.666474104e+00   3.970480859e-01   1.559006444e+03
3.578681126e+08   4.118481065e+06   8.692337646e+13   1.566408952e+03   7.281966918e-01   1.666481972e+00   3.970492184e-01   1.575101530e+03
3.585580418e+08   4.128469067e+06   8.803378296e+13   1.582612723e+03   7.252765415e-01   1.666490555e+00   3.970502317e-01   1.591364676e+03
3.592474859e+08   4.138480988e+06   8.915847168e+13   1.598985961e+03   7.223676297e-01   1.666498661e+00   3.970512152e-01   1.607797528e+03
3.599364453e+08   4.148516950e+06   9.029763794e+13   1.615530849e+03   7.194702838e-01   1.666506529e+00   3.970521092e-01   1.624402035e+03
3.606249202e+08   4.158577079e+06   9.145145874e+13   1.632248612e+03   7.165846941e-01   1.666515470e+00   3.970530927e-01   1.641179790e+03
3.613129111e+08   4.168661508e+06   9.262011719e+13   1.649141814e+03   7.137113019e-01   1.666523695e+00   3.970538974e-01   1.658132466e+03
