r[m]	temperatures[K]	pressures[Pa]	rhos[kg/m^3]	kappas[m^2/kg]	gamma1s[idklol]	nablaads[K/m?]
3.858755351e+07	1.470812201e+07	1.936098281e+16	1.240440962e+05	1.344182137e-01	1.668243408e+00	3.969104588e-01
3.825515543e+07	1.472294976e+07	1.942081406e+16	1.244492751e+05	1.342532052e-01	1.668243408e+00	3.969079256e-01
3.792324237e+07	1.473767626e+07	1.948035625e+16	1.248531759e+05	1.340896786e-01	1.668243051e+00	3.969055116e-01
3.759183393e+07	1.475230011e+07	1.953960000e+16	1.252557835e+05	1.339276632e-01	1.668243051e+00	3.969030082e-01
3.726095215e+07	1.476681981e+07	1.959854063e+16	1.256570283e+05	1.337671678e-01	1.668242216e+00	3.969006240e-01
3.693061037e+07	1.478123426e+07	1.965716719e+16	1.260568411e+05	1.336081925e-01	1.668242455e+00	3.968982995e-01
3.660082522e+07	1.479554225e+07	1.971547500e+16	1.264551627e+05	1.334507444e-01	1.668242216e+00	3.968958855e-01
3.627162183e+07	1.480974223e+07	1.977345312e+16	1.268519532e+05	1.332948459e-01	1.668242335e+00	3.968934715e-01
3.594301803e+07	1.482383298e+07	1.983109687e+16	1.272471352e+05	1.331404968e-01	1.668242216e+00	3.968911171e-01
3.561503459e+07	1.483781319e+07	1.988839531e+16	1.276406348e+05	1.329877009e-01	1.668241978e+00	3.968888521e-01
3.528769880e+07	1.485168129e+07	1.994533906e+16	1.280323689e+05	1.328364637e-01	1.668241978e+00	3.968864083e-01
3.496102792e+07	1.486543617e+07	2.000192500e+16	1.284223347e+05	1.326868128e-01	1.668242216e+00	3.968841732e-01
3.463504647e+07	1.487907646e+07	2.005814219e+16	1.288104109e+05	1.325387349e-01	1.668241978e+00	3.968819082e-01
3.430978604e+07	1.489260051e+07	2.011398281e+16	1.291965444e+05	1.323922489e-01	1.668241978e+00	3.968795836e-01
3.398527001e+07	1.490600705e+07	2.016944062e+16	1.295806851e+05	1.322473676e-01	1.668242455e+00	3.968772590e-01
3.366152246e+07	1.491929484e+07	2.022450156e+16	1.299627231e+05	1.321040802e-01	1.668242216e+00	3.968749940e-01
3.333857267e+07	1.493246243e+07	2.027916406e+16	1.303426502e+05	1.319624184e-01	1.668242693e+00	3.968728185e-01
3.301645116e+07	1.494550838e+07	2.033341250e+16	1.307203419e+05	1.318223703e-01	1.668243170e+00	3.968706131e-01
3.269518725e+07	1.495843134e+07	2.038724844e+16	1.310957692e+05	1.316839581e-01	1.668242931e+00	3.968683779e-01
3.237481082e+07	1.497122999e+07	2.044065625e+16	1.314688309e+05	1.315471761e-01	1.668243170e+00	3.968662024e-01
3.205535300e+07	1.498390297e+07	2.049362969e+16	1.318394639e+05	1.314120338e-01	1.668243885e+00	3.968639374e-01
3.173684615e+07	1.499644896e+07	2.054616406e+16	1.322076193e+05	1.312785462e-01	1.668244243e+00	3.968618214e-01
3.141932341e+07	1.500886663e+07	2.059824219e+16	1.325731915e+05	1.311466485e-01	1.668244362e+00	3.968597054e-01
3.110282027e+07	1.502115461e+07	2.064986094e+16	1.329361299e+05	1.310162028e-01	1.668245077e+00	3.968576193e-01
3.078737282e+07	1.503331153e+07	2.070102031e+16	1.332963960e+05	1.308872285e-01	1.668245077e+00	3.968555033e-01
3.047301362e+07	1.504533625e+07	2.075169844e+16	1.336538381e+05	1.307597076e-01	1.668245792e+00	3.968533278e-01
3.015977669e+07	1.505722759e+07	2.080189375e+16	1.340084427e+05	1.306336734e-01	1.668246269e+00	3.968513310e-01
2.984769906e+07	1.506898432e+07	2.085160312e+16	1.343601336e+05	1.305091367e-01	1.668246269e+00	3.968493044e-01
2.953681988e+07	1.508060520e+07	2.090081250e+16	1.347088582e+05	1.303861174e-01	1.668246865e+00	3.968472183e-01
2.922717760e+07	1.509208907e+07	2.094952187e+16	1.350545613e+05	1.302646323e-01	1.668247223e+00	3.968452215e-01
2.891880624e+07	1.510343500e+07	2.099771094e+16	1.353971108e+05	1.301446650e-01	1.668247938e+00	3.968432844e-01
2.861174501e+07	1.511464192e+07	2.104538437e+16	1.357364740e+05	1.300262383e-01	1.668248177e+00	3.968412578e-01
2.830603544e+07	1.512570872e+07	2.109253437e+16	1.360726311e+05	1.299093799e-01	1.668248653e+00	3.968392909e-01
2.800171363e+07	1.513663460e+07	2.113915000e+16	1.364054996e+05	1.297940887e-01	1.668248892e+00	3.968372941e-01
2.769881745e+07	1.514741870e+07	2.118523125e+16	1.367349935e+05	1.296803621e-01	1.668249369e+00	3.968353868e-01
2.739738741e+07	1.515806016e+07	2.123076250e+16	1.370610473e+05	1.295682061e-01	1.668249846e+00	3.968334198e-01
2.709746329e+07	1.516855821e+07	2.127574688e+16	1.373836338e+05	1.294576375e-01	1.668250322e+00	3.968315423e-01
2.679908423e+07	1.517891216e+07	2.132017500e+16	1.377026965e+05	1.293486613e-01	1.668250799e+00	3.968297243e-01
2.650228857e+07	1.518912140e+07	2.136404219e+16	1.380181974e+05	1.292412872e-01	1.668251276e+00	3.968278766e-01
2.620711301e+07	1.519918546e+07	2.140734062e+16	1.383300233e+05	1.291354950e-01	1.668251634e+00	3.968259990e-01
2.591359741e+07	1.520910380e+07	2.145007500e+16	1.386382030e+05	1.290313158e-01	1.668252230e+00	3.968241215e-01
2.562178206e+07	1.521887596e+07	2.149223438e+16	1.389426195e+05	1.289287283e-01	1.668252707e+00	3.968223333e-01
2.533170299e+07	1.522850164e+07	2.153381250e+16	1.392433082e+05	1.288277600e-01	1.668252707e+00	3.968206048e-01
2.504339681e+07	1.523798063e+07	2.157481250e+16	1.395401386e+05	1.287283795e-01	1.668253541e+00	3.968188167e-01
2.475689969e+07	1.524731276e+07	2.161522344e+16	1.398331613e+05	1.286306169e-01	1.668253541e+00	3.968170881e-01
2.447224689e+07	1.525649797e+07	2.165505000e+16	1.401222596e+05	1.285344420e-01	1.668254852e+00	3.968154192e-01
2.418947551e+07	1.526553617e+07	2.169428594e+16	1.404074699e+05	1.284398775e-01	1.668254852e+00	3.968137205e-01
2.390862236e+07	1.527442736e+07	2.173292969e+16	1.406887122e+05	1.283469044e-01	1.668255091e+00	3.968120217e-01
2.362972037e+07	1.528317172e+07	2.177098281e+16	1.409660069e+05	1.282555342e-01	1.668255568e+00	3.968104720e-01
2.335279971e+07	1.529176956e+07	2.180844219e+16	1.412392803e+05	1.281657434e-01	1.668256044e+00	3.968088329e-01
2.307788946e+07	1.530022128e+07	2.184530313e+16	1.415085743e+05	1.280775454e-01	1.668256760e+00	3.968071640e-01
2.280502099e+07	1.530852724e+07	2.188156875e+16	1.417737929e+05	1.279909076e-01	1.668256998e+00	3.968055844e-01
2.253422702e+07	1.531668784e+07	2.191724219e+16	1.420349684e+05	1.279058406e-01	1.668257713e+00	3.968040049e-01
2.226553546e+07	1.532470364e+07	2.195231875e+16	1.422921018e+05	1.278223399e-01	1.668258190e+00	3.968025446e-01
2.199897144e+07	1.533257534e+07	2.198680312e+16	1.425451607e+05	1.277403869e-01	1.668258905e+00	3.968009353e-01
2.173456065e+07	1.534030367e+07	2.202069219e+16	1.427941309e+05	1.276599687e-01	1.668258905e+00	3.967994452e-01
2.147232793e+07	1.534788942e+07	2.205399219e+16	1.430390569e+05	1.275810905e-01	1.668259382e+00	3.967979848e-01
2.121229626e+07	1.535533346e+07	2.208670000e+16	1.432798804e+05	1.275037211e-01	1.668260098e+00	3.967965245e-01
2.095448632e+07	1.536263677e+07	2.211882500e+16	1.435166426e+05	1.274278599e-01	1.668260574e+00	3.967952132e-01
2.069891683e+07	1.536980041e+07	2.215035781e+16	1.437493302e+05	1.273534866e-01	1.668260813e+00	3.967937231e-01
2.044560714e+07	1.537682546e+07	2.218132188e+16	1.439779912e+05	1.272806004e-01	1.668261170e+00	3.967924416e-01
2.019457607e+07	1.538371304e+07	2.221170156e+16	1.442025992e+05	1.272091751e-01	1.668262005e+00	3.967911005e-01
1.994583981e+07	1.539046436e+07	2.224150937e+16	1.444231844e+05	1.271392009e-01	1.668262005e+00	3.967897594e-01
1.969941266e+07	1.539708071e+07	2.227074062e+16	1.446397729e+05	1.270706651e-01	1.668262720e+00	3.967883885e-01
1.945530622e+07	1.540356347e+07	2.229941250e+16	1.448523343e+05	1.270035342e-01	1.668262839e+00	3.967871964e-01
1.921353065e+07	1.540991406e+07	2.232752031e+16	1.450609499e+05	1.269378101e-01	1.668263555e+00	3.967859447e-01
1.897409653e+07	1.541613392e+07	2.235507813e+16	1.452656440e+05	1.268734754e-01	1.668263912e+00	3.967846632e-01
1.873701341e+07	1.542222453e+07	2.238208594e+16	1.454664741e+05	1.268105229e-01	1.668263912e+00	3.967833817e-01
1.850228852e+07	1.542818744e+07	2.240854219e+16	1.456633587e+05	1.267488988e-01	1.668264866e+00	3.967822194e-01
1.826992705e+07	1.543402423e+07	2.243446406e+16	1.458564123e+05	1.266886111e-01	1.668265224e+00	3.967810571e-01
1.803993331e+07	1.543973655e+07	2.245984844e+16	1.460456595e+05	1.266296380e-01	1.668265343e+00	3.967799246e-01
1.781231067e+07	1.544532604e+07	2.248470781e+16	1.462311268e+05	1.265719579e-01	1.668265820e+00	3.967788517e-01
1.758705993e+07	1.545079442e+07	2.250905313e+16	1.464128992e+05	1.265155662e-01	1.668266296e+00	3.967777193e-01
1.736418133e+07	1.545614342e+07	2.253287656e+16	1.465909201e+05	1.264604126e-01	1.668267131e+00	3.967765868e-01
1.714367469e+07	1.546137478e+07	2.255619219e+16	1.467653155e+05	1.264065051e-01	1.668267012e+00	3.967756331e-01
1.692553842e+07	1.546649026e+07	2.257900938e+16	1.469360675e+05	1.263538047e-01	1.668267250e+00	3.967745006e-01
1.670977008e+07	1.547149164e+07	2.260132812e+16	1.471032473e+05	1.263023005e-01	1.668267608e+00	3.967735469e-01
1.649636426e+07	1.547638074e+07	2.262316719e+16	1.472669325e+05	1.262519826e-01	1.668268204e+00	3.967725337e-01
1.628531416e+07	1.548115944e+07	2.264452500e+16	1.474271366e+05	1.262028196e-01	1.668268442e+00	3.967715204e-01
1.607661361e+07	1.548582955e+07	2.266541094e+16	1.475839125e+05	1.261547933e-01	1.668269038e+00	3.967706263e-01
1.587025603e+07	1.549039291e+07	2.268583281e+16	1.477373148e+05	1.261078861e-01	1.668268919e+00	3.967696428e-01
1.566623356e+07	1.549485134e+07	2.270579219e+16	1.478873378e+05	1.260620608e-01	1.668269396e+00	3.967687488e-01
1.546453619e+07	1.549920672e+07	2.272530469e+16	1.480340813e+05	1.260173127e-01	1.668270111e+00	3.967678249e-01
1.526515325e+07	1.550346091e+07	2.274437187e+16	1.481776041e+05	1.259736243e-01	1.668270111e+00	3.967669904e-01
1.506807420e+07	1.550761575e+07	2.276300625e+16	1.483179333e+05	1.259309681e-01	1.668270469e+00	3.967661262e-01
1.487328702e+07	1.551167310e+07	2.278121562e+16	1.484551350e+05	1.258893290e-01	1.668271065e+00	3.967652023e-01
1.468077897e+07	1.551563480e+07	2.279900312e+16	1.485892788e+05	1.258486926e-01	1.668271065e+00	3.967643976e-01
1.449053689e+07	1.551950270e+07	2.281637812e+16	1.487203551e+05	1.258090199e-01	1.668271542e+00	3.967636824e-01
1.430254685e+07	1.552327860e+07	2.283335000e+16	1.488484788e+05	1.257703112e-01	1.668271780e+00	3.967628479e-01
1.411679471e+07	1.552696433e+07	2.284992656e+16	1.489736885e+05	1.257325430e-01	1.668271661e+00	3.967620730e-01
1.393326464e+07	1.553056170e+07	2.286611094e+16	1.490959920e+05	1.256956819e-01	1.668272495e+00	3.967613280e-01
1.375194069e+07	1.553407251e+07	2.288191250e+16	1.492154657e+05	1.256595582e-01	1.668272734e+00	3.967605829e-01
1.357280766e+07	1.553749850e+07	2.289733906e+16	1.493322046e+05	1.256242346e-01	1.668272972e+00	3.967598677e-01
1.339584868e+07	1.554084143e+07	2.291240156e+16	1.494462163e+05	1.255897699e-01	1.668273330e+00	3.967591822e-01
1.322104612e+07	1.554410306e+07	2.292710000e+16	1.495575288e+05	1.255561382e-01	1.668273449e+00	3.967584670e-01
1.304838213e+07	1.554728511e+07	2.294145000e+16	1.496662491e+05	1.255233388e-01	1.668273687e+00	3.967579305e-01
1.287783897e+07	1.555038929e+07	2.295545312e+16	1.497723968e+05	1.254913441e-01	1.668274164e+00	3.967571557e-01
1.270939922e+07	1.555341725e+07	2.296911875e+16	1.498760725e+05	1.254601522e-01	1.668274283e+00	3.967565298e-01
1.254304435e+07	1.555637066e+07	2.298245312e+16	1.499771995e+05	1.254297065e-01	1.668274522e+00	3.967559934e-01
1.237875516e+07	1.555925116e+07	2.299546250e+16	1.500759692e+05	1.254000336e-01	1.668274641e+00	3.967553973e-01
1.221651266e+07	1.556206036e+07	2.300815625e+16	1.501723625e+05	1.253710953e-01	1.668275237e+00	3.967547119e-01
1.205629766e+07	1.556479986e+07	2.302053750e+16	1.502664622e+05	1.253428857e-01	1.668274999e+00	3.967540860e-01
1.189809062e+07	1.556747122e+07	2.303261875e+16	1.503582542e+05	1.253153690e-01	1.668275118e+00	3.967535496e-01
1.174187170e+07	1.557007599e+07	2.304439844e+16	1.504478313e+05	1.252885429e-01	1.668275476e+00	3.967529535e-01
1.158762160e+07	1.557261567e+07	2.305589062e+16	1.505352755e+05	1.252624026e-01	1.668275833e+00	3.967525363e-01
1.143532079e+07	1.557509175e+07	2.306709531e+16	1.506205659e+05	1.252369116e-01	1.668276072e+00	3.967519403e-01
1.128494902e+07	1.557750571e+07	2.307802656e+16	1.507037258e+05	1.252120477e-01	1.668276429e+00	3.967515230e-01
1.113648640e+07	1.557985897e+07	2.308868437e+16	1.507849051e+05	1.251878281e-01	1.668276548e+00	3.967509568e-01
1.098991280e+07	1.558215297e+07	2.309907812e+16	1.508640980e+05	1.251642226e-01	1.668276787e+00	3.967504501e-01
1.084520794e+07	1.558438908e+07	2.310921094e+16	1.509413055e+05	1.251412034e-01	1.668277025e+00	3.967500329e-01
1.070235180e+07	1.558656868e+07	2.311909219e+16	1.510166452e+05	1.251187791e-01	1.668276906e+00	3.967495859e-01
1.056132420e+07	1.558869309e+07	2.312872656e+16	1.510901160e+05	1.250969223e-01	1.668277025e+00	3.967490792e-01
1.042210506e+07	1.559076363e+07	2.313811875e+16	1.511617711e+05	1.250756229e-01	1.668277383e+00	3.967486024e-01
1.028467418e+07	1.559278159e+07	2.314727500e+16	1.512316401e+05	1.250548640e-01	1.668277502e+00	3.967481256e-01
1.014901150e+07	1.559474823e+07	2.315619844e+16	1.512997538e+05	1.250346295e-01	1.668277740e+00	3.967477381e-01
1.001509725e+07	1.559666478e+07	2.316489844e+16	1.513661886e+05	1.250149177e-01	1.668277979e+00	3.967473209e-01
9.882911242e+06	1.559853245e+07	2.317337969e+16	1.514309806e+05	1.249957151e-01	1.668277740e+00	3.967469633e-01
9.752433344e+06	1.560035244e+07	2.318164375e+16	1.514941439e+05	1.249770018e-01	1.668277979e+00	3.967465460e-01
9.623643916e+06	1.560212590e+07	2.318970156e+16	1.515557123e+05	1.249587648e-01	1.668278575e+00	3.967461884e-01
9.496523489e+06	1.560385396e+07	2.319755469e+16	1.516157330e+05	1.249409953e-01	1.668278456e+00	3.967458308e-01
9.371052640e+06	1.560553773e+07	2.320520625e+16	1.516742868e+05	1.249236956e-01	1.668278694e+00	3.967455328e-01
9.247211411e+06	1.560717831e+07	2.321266563e+16	1.517313074e+05	1.249068230e-01	1.668278456e+00	3.967451751e-01
9.124980139e+06	1.560877677e+07	2.321993281e+16	1.517869160e+05	1.248903928e-01	1.668278933e+00	3.967448175e-01
9.004339934e+06	1.561033414e+07	2.322701406e+16	1.518411264e+05	1.248743881e-01	1.668279409e+00	3.967444003e-01
8.885271732e+06	1.561185143e+07	2.323391875e+16	1.518939451e+05	1.248587902e-01	1.668279409e+00	3.967440724e-01
8.767756376e+06	1.561332965e+07	2.324064219e+16	1.519454544e+05	1.248436037e-01	1.668279171e+00	3.967437446e-01
8.651774910e+06	1.561476976e+07	2.324719688e+16	1.519956539e+05	1.248288086e-01	1.668279290e+00	3.967435062e-01
8.537308632e+06	1.561617273e+07	2.325358125e+16	1.520445656e+05	1.248143923e-01	1.668279529e+00	3.967432082e-01
8.424339004e+06	1.561753947e+07	2.325980625e+16	1.520922534e+05	1.248003551e-01	1.668279886e+00	3.967429101e-01
8.312847507e+06	1.561887090e+07	2.326586562e+16	1.521387030e+05	1.247866742e-01	1.668280125e+00	3.967425525e-01
8.202815898e+06	1.562016790e+07	2.327177344e+16	1.521839799e+05	1.247733513e-01	1.668280125e+00	3.967423439e-01
8.094226193e+06	1.562143134e+07	2.327752656e+16	1.522280918e+05	1.247603709e-01	1.668280005e+00	3.967420757e-01
7.987060360e+06	1.562266207e+07	2.328313438e+16	1.522710974e+05	1.247477337e-01	1.668280363e+00	3.967417181e-01
7.881300429e+06	1.562386090e+07	2.328859531e+16	1.523129933e+05	1.247354215e-01	1.668280125e+00	3.967415392e-01
7.776928856e+06	1.562502866e+07	2.329391875e+16	1.523538456e+05	1.247234379e-01	1.668280363e+00	3.967412412e-01
7.673928383e+06	1.562616611e+07	2.329910156e+16	1.523936272e+05	1.247117587e-01	1.668280721e+00	3.967409134e-01
7.572281627e+06	1.562727404e+07	2.330415625e+16	1.524323958e+05	1.247003853e-01	1.668280959e+00	3.967407644e-01
7.471971348e+06	1.562835320e+07	2.330907187e+16	1.524701060e+05	1.246892888e-01	1.668280959e+00	3.967405558e-01
7.372980706e+06	1.562940431e+07	2.331386250e+16	1.525069473e+05	1.246785114e-01	1.668281078e+00	3.967401981e-01
7.275292899e+06	1.563042809e+07	2.331853437e+16	1.525428017e+05	1.246680028e-01	1.668280959e+00	3.967401087e-01
7.178891294e+06	1.563142525e+07	2.332308125e+16	1.525777317e+05	1.246577674e-01	1.668281317e+00	3.967398107e-01
7.083759595e+06	1.563239645e+07	2.332750938e+16	1.526117611e+05	1.246477985e-01	1.668281078e+00	3.967396021e-01
6.989881552e+06	1.563334236e+07	2.333182969e+16	1.526449243e+05	1.246380929e-01	1.668281078e+00	3.967393935e-01
6.897241040e+06	1.563426363e+07	2.333603125e+16	1.526772252e+05	1.246286385e-01	1.668281317e+00	3.967391849e-01
6.805822123e+06	1.563516090e+07	2.334012656e+16	1.527087225e+05	1.246194398e-01	1.668281317e+00	3.967390358e-01
6.715609118e+06	1.563603478e+07	2.334411250e+16	1.527393219e+05	1.246104557e-01	1.668281555e+00	3.967387676e-01
6.626586533e+06	1.563688586e+07	2.334799844e+16	1.527692278e+05	1.246017356e-01	1.668281555e+00	3.967386186e-01
6.538738943e+06	1.563771474e+07	2.335178437e+16	1.527983419e+05	1.245932377e-01	1.668281794e+00	3.967384398e-01
6.452051235e+06	1.563852199e+07	2.335546719e+16	1.528266653e+05	1.245849506e-01	1.668281555e+00	3.967383206e-01
6.366508464e+06	1.563930816e+07	2.335905625e+16	1.528542921e+05	1.245768912e-01	1.668281317e+00	3.967380822e-01
6.282095751e+06	1.564007379e+07	2.336255313e+16	1.528811634e+05	1.245690304e-01	1.668282270e+00	3.967379928e-01
6.198798387e+06	1.564081943e+07	2.336595937e+16	1.529073793e+05	1.245613876e-01	1.668281674e+00	3.967377841e-01
6.116601853e+06	1.564154558e+07	2.336927500e+16	1.529329202e+05	1.245539460e-01	1.668282032e+00	3.967376053e-01
6.035491921e+06	1.564225274e+07	2.337250469e+16	1.529577796e+05	1.245466934e-01	1.668281794e+00	3.967373669e-01
5.955454456e+06	1.564294142e+07	2.337565156e+16	1.529819966e+05	1.245396314e-01	1.668282032e+00	3.967373371e-01
5.876475452e+06	1.564361208e+07	2.337871250e+16	1.530055756e+05	1.245327514e-01	1.668282270e+00	3.967370689e-01
5.798541108e+06	1.564426519e+07	2.338169687e+16	1.530285525e+05	1.245260546e-01	1.668282270e+00	3.967370391e-01
5.721637764e+06	1.564490122e+07	2.338460625e+16	1.530509423e+05	1.245195361e-01	1.668282270e+00	3.967368603e-01
5.645751947e+06	1.564552059e+07	2.338743906e+16	1.530727504e+05	1.245131883e-01	1.668282509e+00	3.967367411e-01
5.570870340e+06	1.564612375e+07	2.339019219e+16	1.530939651e+05	1.245069987e-01	1.668282390e+00	3.967365921e-01
5.496979829e+06	1.564671111e+07	2.339287500e+16	1.531146589e+05	1.245009805e-01	1.668282628e+00	3.967364430e-01
5.424067485e+06	1.564728309e+07	2.339549375e+16	1.531348269e+05	1.244951236e-01	1.668282390e+00	3.967363536e-01
5.352120467e+06	1.564784008e+07	2.339803750e+16	1.531544154e+05	1.244894036e-01	1.668282747e+00	3.967362046e-01
5.281126087e+06	1.564838248e+07	2.340051563e+16	1.531735541e+05	1.244838515e-01	1.668282509e+00	3.967360556e-01
5.211071793e+06	1.564891066e+07	2.340292969e+16	1.531921615e+05	1.244784348e-01	1.668282747e+00	3.967359960e-01
5.141945242e+06	1.564942499e+07	2.340528437e+16	1.532102923e+05	1.244731622e-01	1.668283224e+00	3.967358768e-01
5.073734351e+06	1.564992584e+07	2.340757344e+16	1.532279484e+05	1.244680270e-01	1.668282747e+00	3.967357278e-01
5.006427083e+06	1.565041355e+07	2.340980625e+16	1.532451676e+05	1.244630331e-01	1.668282509e+00	3.967356384e-01
4.940011515e+06	1.565088847e+07	2.341197500e+16	1.532619085e+05	1.244581609e-01	1.668283224e+00	3.967354894e-01
4.874475899e+06	1.565135093e+07	2.341408906e+16	1.532781930e+05	1.244534103e-01	1.668283105e+00	3.967355490e-01
4.809808632e+06	1.565180126e+07	2.341615313e+16	1.532941226e+05	1.244488047e-01	1.668282747e+00	3.967354000e-01
4.745998287e+06	1.565223977e+07	2.341815625e+16	1.533095702e+05	1.244442996e-01	1.668282986e+00	3.967352808e-01
4.683033591e+06	1.565266678e+07	2.342011094e+16	1.533246556e+05	1.244399244e-01	1.668283224e+00	3.967351615e-01
4.620903400e+06	1.565308257e+07	2.342201250e+16	1.533393341e+05	1.244356594e-01	1.668282986e+00	3.967351615e-01
4.559596709e+06	1.565348745e+07	2.342386250e+16	1.533536123e+05	1.244315006e-01	1.668283463e+00	3.967349827e-01
4.499102666e+06	1.565388170e+07	2.342566719e+16	1.533675723e+05	1.244274667e-01	1.668283224e+00	3.967349827e-01
4.439410533e+06	1.565426559e+07	2.342742344e+16	1.533811387e+05	1.244235292e-01	1.668282866e+00	3.967348635e-01
4.380509728e+06	1.565463940e+07	2.342913125e+16	1.533943302e+05	1.244196880e-01	1.668282986e+00	3.967347443e-01
4.322389819e+06	1.565500340e+07	2.343080156e+16	1.534072233e+05	1.244159608e-01	1.668283463e+00	3.967346847e-01
4.265040492e+06	1.565535783e+07	2.343242187e+16	1.534197181e+05	1.244123121e-01	1.668283582e+00	3.967345953e-01
4.208451575e+06	1.565570295e+07	2.343399844e+16	1.534319341e+05	1.244087725e-01	1.668283343e+00	3.967345357e-01
